time,open,high,low,close,adj_close,volume
2022-08-17 06:15:00,0.70068,0.70075,0.70027,0.70032,0.70032,100
2022-08-17 06:30:00,0.70034,0.70047,0.69942,0.69966,0.69966,100
2022-08-17 06:45:00,0.69966,0.70043,0.69917,0.70033,0.70033,100
2022-08-17 07:00:00,0.70032,0.70036,0.69925,0.69951,0.69951,100
2022-08-17 07:15:00,0.69951,0.69958,0.69819,0.69887,0.69887,100
2022-08-17 07:30:00,0.69888,0.69892,0.69741,0.69751,0.69751,100
2022-08-17 07:45:00,0.69753,0.69796,0.69739,0.69783,0.69783,100
2022-08-17 08:00:00,0.69782,0.69789,0.69665,0.69741,0.69741,100
2022-08-17 08:15:00,0.69737,0.6981,0.69699,0.69773,0.69773,100
2022-08-17 08:30:00,0.69768,0.69821,0.69747,0.69763,0.69763,100
2022-08-17 08:45:00,0.69758,0.69777,0.69681,0.69692,0.69692,100
2022-08-17 09:00:00,0.69692,0.69732,0.69645,0.69723,0.69723,100
2022-08-17 09:15:00,0.69724,0.69739,0.69672,0.69697,0.69697,100
2022-08-17 09:30:00,0.69696,0.69707,0.69666,0.69676,0.69676,100
2022-08-17 09:45:00,0.69675,0.69721,0.69644,0.69701,0.69701,100
2022-08-17 10:00:00,0.69697,0.69712,0.6964,0.69648,0.69648,100
2022-08-17 10:15:00,0.69653,0.69661,0.69585,0.6959,0.6959,100
2022-08-17 10:30:00,0.6959,0.69637,0.69562,0.69566,0.69566,100
2022-08-17 10:45:00,0.6957,0.6957,0.69515,0.6953,0.6953,100
2022-08-17 11:00:00,0.69531,0.69535,0.6945,0.69465,0.69465,100
2022-08-17 11:15:00,0.69462,0.69465,0.69369,0.69377,0.69377,100
2022-08-17 11:30:00,0.69377,0.69379,0.6932,0.69332,0.69332,100
2022-08-17 11:45:00,0.69333,0.69389,0.69304,0.69386,0.69386,100
2022-08-17 12:00:00,0.69392,0.69428,0.69347,0.69367,0.69367,100
2022-08-17 12:15:00,0.69367,0.69385,0.69299,0.69351,0.69351,100
2022-08-17 12:30:00,0.69342,0.69448,0.69193,0.6936,0.6936,100
2022-08-17 12:45:00,0.69363,0.69382,0.69302,0.69329,0.69329,100
2022-08-17 13:00:00,0.69332,0.69395,0.6929,0.69362,0.69362,100
2022-08-17 13:15:00,0.69359,0.69389,0.69321,0.69376,0.69376,100
2022-08-17 13:30:00,0.69376,0.69376,0.69244,0.6929,0.6929,100
2022-08-17 13:45:00,0.69291,0.69301,0.69231,0.69261,0.69261,100
2022-08-17 14:00:00,0.69263,0.69437,0.69251,0.69356,0.69356,100
2022-08-17 14:15:00,0.69356,0.69372,0.69298,0.69319,0.69319,100
2022-08-17 14:30:00,0.69319,0.69347,0.69226,0.69253,0.69253,100
2022-08-17 14:45:00,0.69255,0.69273,0.69124,0.69181,0.69181,100
2022-08-17 15:00:00,0.69173,0.69212,0.69139,0.69156,0.69156,100
2022-08-17 15:15:00,0.69157,0.69194,0.69139,0.69182,0.69182,100
2022-08-17 15:30:00,0.69182,0.69236,0.69127,0.69142,0.69142,100
2022-08-17 15:45:00,0.69144,0.69165,0.69119,0.69138,0.69138,100
2022-08-17 16:00:00,0.69138,0.69201,0.69138,0.692,0.692,100
2022-08-17 16:15:00,0.69201,0.69248,0.6918,0.69244,0.69244,100
2022-08-17 16:30:00,0.6924,0.69321,0.69237,0.6932,0.6932,100
2022-08-17 16:45:00,0.69321,0.69322,0.69259,0.69262,0.69262,100
2022-08-17 17:00:00,0.69265,0.69295,0.69235,0.69265,0.69265,100
2022-08-17 17:15:00,0.69268,0.69318,0.69257,0.69291,0.69291,100
2022-08-17 17:30:00,0.69291,0.69321,0.69263,0.69268,0.69268,100
2022-08-17 17:45:00,0.69268,0.69287,0.69241,0.69249,0.69249,100
2022-08-17 18:00:00,0.69253,0.69557,0.69246,0.69557,0.69557,100
2022-08-17 18:15:00,0.69556,0.69569,0.69446,0.69527,0.69527,100
2022-08-17 18:30:00,0.69526,0.69624,0.69509,0.69528,0.69528,100
2022-08-17 18:45:00,0.69527,0.69547,0.6944,0.6944,0.6944,100
2022-08-17 19:00:00,0.69438,0.69489,0.6937,0.69404,0.69404,100
2022-08-17 19:15:00,0.69405,0.69413,0.69316,0.69352,0.69352,100
2022-08-17 19:30:00,0.69347,0.69383,0.69313,0.69378,0.69378,100
2022-08-17 19:45:00,0.69377,0.69387,0.69336,0.6937,0.6937,100
2022-08-17 20:00:00,0.69372,0.69386,0.69352,0.69386,0.69386,100
2022-08-17 20:15:00,0.69385,0.69391,0.69354,0.69354,0.69354,100
2022-08-17 20:30:00,0.69352,0.69381,0.69351,0.69357,0.69357,100
2022-08-17 20:45:00,0.69358,0.69381,0.69357,0.69381,0.69381,100
2022-08-17 21:00:00,0.69441,0.69443,0.69372,0.69382,0.69382,100
2022-08-17 21:15:00,0.69389,0.69426,0.69353,0.69408,0.69408,100
2022-08-17 21:30:00,0.6941,0.69425,0.69372,0.69394,0.69394,100
2022-08-17 21:45:00,0.69391,0.69393,0.69371,0.69371,0.69371,100
2022-08-17 22:00:00,0.6937,0.69378,0.69342,0.6936,0.6936,100
2022-08-17 22:15:00,0.6936,0.69384,0.6935,0.69381,0.69381,100
2022-08-17 22:30:00,0.69382,0.69389,0.6937,0.69373,0.69373,100
2022-08-17 22:45:00,0.69372,0.69401,0.69336,0.69337,0.69337,100
2022-08-17 23:00:00,0.69336,0.69353,0.69324,0.69329,0.69329,100
2022-08-17 23:15:00,0.69331,0.69355,0.69324,0.6934,0.6934,100
2022-08-17 23:30:00,0.6934,0.69349,0.69296,0.6934,0.6934,100
2022-08-17 23:45:00,0.69343,0.69353,0.69302,0.69323,0.69323,100
2022-08-18 00:00:00,0.69323,0.694,0.69304,0.6937,0.6937,100
2022-08-18 00:15:00,0.69365,0.69402,0.69353,0.69378,0.69378,100
2022-08-18 00:30:00,0.69384,0.69458,0.6938,0.69442,0.69442,100
2022-08-18 00:45:00,0.69442,0.69447,0.69378,0.6942,0.6942,100
2022-08-18 01:00:00,0.69419,0.69478,0.69407,0.69477,0.69477,100
2022-08-18 01:15:00,0.69481,0.69516,0.69459,0.69489,0.69489,100
2022-08-18 01:30:00,0.69489,0.69489,0.69265,0.69376,0.69376,100
2022-08-18 01:45:00,0.69378,0.69405,0.69291,0.69322,0.69322,100
2022-08-18 02:00:00,0.69322,0.69347,0.69276,0.69327,0.69327,100
2022-08-18 02:15:00,0.69328,0.69357,0.69295,0.69306,0.69306,100
2022-08-18 02:30:00,0.69304,0.6935,0.69284,0.69325,0.69325,100
2022-08-18 02:45:00,0.69325,0.69367,0.69314,0.69329,0.69329,100
2022-08-18 03:00:00,0.69332,0.69372,0.69315,0.69326,0.69326,100
2022-08-18 03:15:00,0.69323,0.69367,0.69322,0.69355,0.69355,100
2022-08-18 03:30:00,0.69354,0.69356,0.69241,0.69246,0.69246,100
2022-08-18 03:45:00,0.69248,0.69249,0.69188,0.69215,0.69215,100
2022-08-18 04:00:00,0.69212,0.69251,0.69191,0.69225,0.69225,100
2022-08-18 04:15:00,0.69229,0.69231,0.69184,0.69205,0.69205,100
2022-08-18 04:30:00,0.69207,0.69252,0.69187,0.69251,0.69251,100
2022-08-18 04:45:00,0.69252,0.69292,0.69234,0.69292,0.69292,100
2022-08-18 05:00:00,0.69289,0.69339,0.69268,0.6931,0.6931,100
2022-08-18 05:15:00,0.69309,0.69361,0.69309,0.69352,0.69352,100
2022-08-18 05:30:00,0.69351,0.69441,0.69351,0.69409,0.69409,100
2022-08-18 05:45:00,0.6941,0.69411,0.69265,0.69274,0.69274,100
2022-08-18 06:00:00,0.69268,0.69276,0.69195,0.69222,0.69222,100
2022-08-18 06:15:00,0.6922,0.6923,0.69174,0.6918,0.6918,100
2022-08-18 06:30:00,0.6918,0.6918,0.6907,0.69102,0.69102,100
2022-08-18 06:45:00,0.69099,0.69101,0.68998,0.69029,0.69029,100
2022-08-18 07:00:00,0.6903,0.69228,0.69028,0.69186,0.69186,100
2022-08-18 07:15:00,0.69183,0.69219,0.69139,0.69201,0.69201,100
2022-08-18 07:30:00,0.692,0.69257,0.69185,0.69218,0.69218,100
2022-08-18 07:45:00,0.69218,0.69245,0.69173,0.69222,0.69222,100
2022-08-18 08:00:00,0.69224,0.6932,0.69219,0.6931,0.6931,100
2022-08-18 08:15:00,0.69307,0.69318,0.6924,0.69274,0.69274,100
2022-08-18 08:30:00,0.69274,0.69404,0.69236,0.69363,0.69363,100
2022-08-18 08:45:00,0.69363,0.69472,0.69334,0.69384,0.69384,100
2022-08-18 09:00:00,0.69388,0.69466,0.69384,0.69415,0.69415,100
2022-08-18 09:15:00,0.69419,0.69428,0.69393,0.6941,0.6941,100
2022-08-18 09:30:00,0.6941,0.69443,0.69374,0.6943,0.6943,100
2022-08-18 09:45:00,0.69426,0.69589,0.69418,0.69577,0.69577,100
2022-08-18 10:00:00,0.69579,0.69707,0.69571,0.69639,0.69639,100
2022-08-18 10:15:00,0.69638,0.69644,0.69574,0.69578,0.69578,100
2022-08-18 10:30:00,0.69577,0.69584,0.69498,0.69504,0.69504,100
2022-08-18 10:45:00,0.69505,0.69506,0.69463,0.69499,0.69499,100
2022-08-18 11:00:00,0.69498,0.69549,0.69484,0.69544,0.69544,100
2022-08-18 11:15:00,0.69546,0.69601,0.69503,0.69528,0.69528,100
2022-08-18 11:30:00,0.69532,0.69626,0.69529,0.69599,0.69599,100
2022-08-18 11:45:00,0.69602,0.69638,0.69556,0.69625,0.69625,100
2022-08-18 12:00:00,0.69622,0.69706,0.69602,0.69647,0.69647,100
2022-08-18 12:15:00,0.69648,0.69678,0.69621,0.69658,0.69658,100
2022-08-18 12:30:00,0.69658,0.69658,0.69496,0.6955,0.6955,100
2022-08-18 12:45:00,0.69551,0.696,0.69533,0.69571,0.69571,100
2022-08-18 13:00:00,0.69576,0.69606,0.69499,0.69566,0.69566,100
2022-08-18 13:15:00,0.6957,0.6958,0.69523,0.69549,0.69549,100
2022-08-18 13:30:00,0.6955,0.69574,0.69439,0.6947,0.6947,100
2022-08-18 13:45:00,0.69471,0.69471,0.69362,0.69446,0.69446,100
2022-08-18 14:00:00,0.69446,0.69446,0.69308,0.69375,0.69375,100
2022-08-18 14:15:00,0.69372,0.69401,0.69333,0.69378,0.69378,100
2022-08-18 14:30:00,0.69374,0.69407,0.6933,0.69383,0.69383,100
2022-08-18 14:45:00,0.69383,0.69448,0.69352,0.6944,0.6944,100
2022-08-18 15:00:00,0.6944,0.69482,0.69418,0.69482,0.69482,100
2022-08-18 15:15:00,0.69479,0.69524,0.69473,0.69502,0.69502,100
2022-08-18 15:30:00,0.69502,0.69502,0.69382,0.69388,0.69388,100
2022-08-18 15:45:00,0.6939,0.69394,0.69289,0.69295,0.69295,100
2022-08-18 16:00:00,0.69299,0.69302,0.69239,0.6924,0.6924,100
2022-08-18 16:15:00,0.69241,0.69258,0.69166,0.69202,0.69202,100
2022-08-18 16:30:00,0.69202,0.69215,0.69168,0.69168,0.69168,100
2022-08-18 16:45:00,0.69169,0.69194,0.69106,0.69115,0.69115,100
2022-08-18 17:00:00,0.69115,0.69167,0.69074,0.6912,0.6912,100
2022-08-18 17:15:00,0.69124,0.69157,0.69085,0.69153,0.69153,100
2022-08-18 17:30:00,0.69153,0.69208,0.6914,0.69184,0.69184,100
2022-08-18 17:45:00,0.69184,0.69187,0.69134,0.69143,0.69143,100
2022-08-18 18:00:00,0.69143,0.69181,0.69133,0.6917,0.6917,100
2022-08-18 18:15:00,0.69171,0.69192,0.69159,0.69187,0.69187,100
2022-08-18 18:30:00,0.69186,0.69187,0.69161,0.6918,0.6918,100
2022-08-18 18:45:00,0.69184,0.69216,0.69164,0.69186,0.69186,100
2022-08-18 19:00:00,0.69182,0.69267,0.69182,0.69256,0.69256,100
2022-08-18 19:15:00,0.69256,0.69263,0.69234,0.69257,0.69257,100
2022-08-18 19:30:00,0.69256,0.69273,0.69233,0.69241,0.69241,100
2022-08-18 19:45:00,0.6924,0.69243,0.69188,0.69215,0.69215,100
2022-08-18 20:00:00,0.69216,0.69231,0.69187,0.69188,0.69188,100
2022-08-18 20:15:00,0.69189,0.69194,0.69163,0.6917,0.6917,100
2022-08-18 20:30:00,0.69172,0.69174,0.69158,0.69166,0.69166,100
2022-08-18 20:45:00,0.69166,0.69172,0.69151,0.6916,0.6916,100
2022-08-18 21:00:00,0.69211,0.69249,0.69171,0.69204,0.69204,100
2022-08-18 21:15:00,0.69206,0.6921,0.69174,0.69175,0.69175,100
2022-08-18 21:30:00,0.69166,0.69171,0.69144,0.69156,0.69156,100
2022-08-18 21:45:00,0.69155,0.69182,0.69141,0.69182,0.69182,100
2022-08-18 22:00:00,0.69202,0.69202,0.69146,0.69154,0.69154,100
2022-08-18 22:15:00,0.69155,0.69174,0.69152,0.69168,0.69168,100
2022-08-18 22:30:00,0.69168,0.69186,0.69164,0.69171,0.69171,100
2022-08-18 22:45:00,0.69174,0.69178,0.69125,0.69132,0.69132,100
2022-08-18 23:00:00,0.69132,0.69164,0.69123,0.69164,0.69164,100
2022-08-18 23:15:00,0.69163,0.69173,0.69147,0.69172,0.69172,100
2022-08-18 23:30:00,0.69171,0.69173,0.69124,0.69128,0.69128,100
2022-08-18 23:45:00,0.6913,0.69168,0.69117,0.6912,0.6912,100
2022-08-19 00:00:00,0.69121,0.69149,0.69023,0.69025,0.69025,100
2022-08-19 00:15:00,0.69026,0.69068,0.69023,0.69025,0.69025,100
2022-08-19 00:30:00,0.69023,0.69073,0.68983,0.69067,0.69067,100
2022-08-19 00:45:00,0.69062,0.69079,0.6901,0.69016,0.69016,100
2022-08-19 01:00:00,0.69022,0.69049,0.69008,0.69037,0.69037,100
2022-08-19 01:15:00,0.69038,0.69054,0.69006,0.69019,0.69019,100
2022-08-19 01:30:00,0.69017,0.69024,0.68888,0.68956,0.68956,100
2022-08-19 01:45:00,0.68958,0.69007,0.68956,0.68989,0.68989,100
2022-08-19 02:00:00,0.6899,0.69111,0.68982,0.69077,0.69077,100
2022-08-19 02:15:00,0.69074,0.6908,0.69012,0.69077,0.69077,100
2022-08-19 02:30:00,0.69079,0.69141,0.69063,0.69125,0.69125,100
2022-08-19 02:45:00,0.69126,0.69198,0.69108,0.69186,0.69186,100
2022-08-19 03:00:00,0.69189,0.69198,0.69165,0.69184,0.69184,100
2022-08-19 03:15:00,0.6918,0.69191,0.69163,0.69187,0.69187,100
2022-08-19 03:30:00,0.69188,0.69189,0.69093,0.69117,0.69117,100
2022-08-19 03:45:00,0.69121,0.69172,0.69108,0.69154,0.69154,100
2022-08-19 04:00:00,0.69159,0.69169,0.69106,0.69112,0.69112,100
2022-08-19 04:15:00,0.69112,0.69116,0.69061,0.69102,0.69102,100
2022-08-19 04:30:00,0.69101,0.69138,0.69091,0.69116,0.69116,100
2022-08-19 04:45:00,0.69116,0.69124,0.69078,0.69097,0.69097,100
2022-08-19 05:00:00,0.69099,0.69113,0.69051,0.69058,0.69058,100
2022-08-19 05:15:00,0.69058,0.69111,0.69047,0.69073,0.69073,100
2022-08-19 05:30:00,0.69075,0.69096,0.69033,0.69089,0.69089,100
2022-08-19 05:45:00,0.69089,0.69163,0.69081,0.69154,0.69154,100
2022-08-19 06:00:00,0.6915,0.6916,0.6908,0.69129,0.69129,100
2022-08-19 06:15:00,0.69123,0.69204,0.69098,0.69185,0.69185,100
2022-08-19 06:30:00,0.69184,0.69195,0.69097,0.69143,0.69143,100
2022-08-19 06:45:00,0.69146,0.69153,0.69071,0.69108,0.69108,100
2022-08-19 07:00:00,0.69103,0.69142,0.69075,0.69099,0.69099,100
2022-08-19 07:15:00,0.69098,0.69149,0.69077,0.6909,0.6909,100
2022-08-19 07:30:00,0.6909,0.69171,0.69079,0.69137,0.69137,100
2022-08-19 07:45:00,0.69135,0.69158,0.69097,0.69113,0.69113,100
2022-08-19 08:00:00,0.69109,0.69153,0.69002,0.69005,0.69005,100
2022-08-19 08:15:00,0.69001,0.69037,0.68961,0.69036,0.69036,100
2022-08-19 08:30:00,0.69035,0.6907,0.68957,0.69042,0.69042,100
2022-08-19 08:45:00,0.69044,0.69101,0.6903,0.69101,0.69101,100
2022-08-19 09:00:00,0.69106,0.69162,0.6909,0.69161,0.69161,100
2022-08-19 09:15:00,0.69159,0.69159,0.69088,0.69108,0.69108,100
2022-08-19 09:30:00,0.69109,0.69115,0.69067,0.69067,0.69067,100
2022-08-19 09:45:00,0.69055,0.69086,0.69034,0.69052,0.69052,100
2022-08-19 10:00:00,0.69051,0.69055,0.68947,0.68961,0.68961,100
2022-08-19 10:15:00,0.6896,0.69,0.68951,0.68976,0.68976,100
2022-08-19 10:30:00,0.68975,0.68983,0.68914,0.6893,0.6893,100
2022-08-19 10:45:00,0.68925,0.68951,0.68894,0.68902,0.68902,100
2022-08-19 11:00:00,0.68901,0.68929,0.68889,0.68917,0.68917,100
2022-08-19 11:15:00,0.68917,0.68931,0.68856,0.68864,0.68864,100
2022-08-19 11:30:00,0.68865,0.68875,0.68788,0.68835,0.68835,100
2022-08-19 11:45:00,0.68835,0.68928,0.68777,0.68909,0.68909,100
2022-08-19 12:00:00,0.68906,0.68986,0.68906,0.68948,0.68948,100
2022-08-19 12:15:00,0.68953,0.6897,0.68911,0.68938,0.68938,100
2022-08-19 12:30:00,0.68942,0.69054,0.68925,0.69022,0.69022,100
2022-08-19 12:45:00,0.69025,0.69089,0.69008,0.6907,0.6907,100
2022-08-19 13:00:00,0.69066,0.69082,0.68994,0.69008,0.69008,100
2022-08-19 13:15:00,0.69002,0.69005,0.68945,0.68963,0.68963,100
2022-08-19 13:30:00,0.68965,0.68994,0.68875,0.68909,0.68909,100
2022-08-19 13:45:00,0.68908,0.68923,0.68819,0.6883,0.6883,100
2022-08-19 14:00:00,0.68826,0.68844,0.68787,0.68811,0.68811,100
2022-08-19 14:15:00,0.68813,0.689,0.68798,0.68813,0.68813,100
2022-08-19 14:30:00,0.68813,0.68814,0.6871,0.68714,0.68714,100
2022-08-19 14:45:00,0.68713,0.68756,0.68666,0.68685,0.68685,100
2022-08-19 15:00:00,0.68686,0.68707,0.68637,0.68656,0.68656,100
2022-08-19 15:15:00,0.68654,0.68684,0.68599,0.68677,0.68677,100
2022-08-19 15:30:00,0.68675,0.68746,0.68667,0.68722,0.68722,100
2022-08-19 15:45:00,0.68724,0.6877,0.68695,0.68696,0.68696,100
2022-08-19 16:00:00,0.68694,0.68766,0.68694,0.68756,0.68756,100
2022-08-19 16:15:00,0.6876,0.68797,0.68736,0.68736,0.68736,100
2022-08-19 16:30:00,0.68739,0.68794,0.68729,0.68772,0.68772,100
2022-08-19 16:45:00,0.68773,0.6879,0.68734,0.68773,0.68773,100
2022-08-19 17:00:00,0.68774,0.68796,0.68761,0.68761,0.68761,100
2022-08-19 17:15:00,0.68762,0.68775,0.68723,0.6873,0.6873,100
2022-08-19 17:30:00,0.68725,0.68766,0.68713,0.68766,0.68766,100
2022-08-19 17:45:00,0.68761,0.68829,0.68756,0.68805,0.68805,100
2022-08-19 18:00:00,0.688,0.688,0.68729,0.68729,0.68729,100
2022-08-19 18:15:00,0.68729,0.68777,0.68714,0.68776,0.68776,100
2022-08-19 18:30:00,0.68776,0.68794,0.6872,0.68749,0.68749,100
2022-08-19 18:45:00,0.68747,0.68749,0.68674,0.68676,0.68676,100
2022-08-19 19:00:00,0.68678,0.68725,0.68668,0.68721,0.68721,100
2022-08-19 19:15:00,0.68718,0.68726,0.68707,0.68719,0.68719,100
2022-08-19 19:30:00,0.6872,0.68754,0.68718,0.68744,0.68744,100
2022-08-19 19:45:00,0.6874,0.68768,0.68724,0.68765,0.68765,100
2022-08-19 20:00:00,0.68765,0.68782,0.68765,0.68766,0.68766,100
