Time,Open,High,Low,adj_close,Close,Volume
2018-11-18 22:00:00,1.14138,1.14649,1.1394,1.14526,1.14526,42887
2018-11-19 22:00:00,1.14558,1.14722,1.13586,1.13705,1.13705,53042
2018-11-20 22:00:00,1.13676,1.14251,1.13654,1.13852,1.13852,49349
2018-11-21 22:00:00,1.13833,1.14338,1.1381,1.14013,1.14013,41194
2018-11-22 22:00:00,1.14042,1.14212,1.13276,1.13359,1.13359,43358
2018-11-25 22:00:00,1.13406,1.13834,1.1325,1.13276,1.13276,44249
2018-11-26 22:00:00,1.13271,1.1344,1.12774,1.12933,1.12933,54367
2018-11-27 22:00:00,1.12904,1.1388,1.12674,1.13667,1.13667,62236
2018-11-28 22:00:00,1.13685,1.14018,1.13492,1.1393,1.1393,51516
2018-11-29 22:00:00,1.13867,1.14006,1.13054,1.13159,1.13159,46504
2018-12-02 22:00:00,1.1352,1.13796,1.13193,1.13544,1.13544,48806
2018-12-03 22:00:00,1.13537,1.14187,1.13186,1.13433,1.13433,60446
2018-12-04 22:00:00,1.13438,1.13614,1.1311,1.13444,1.13444,37483
2018-12-05 22:00:00,1.13448,1.14125,1.13212,1.13768,1.13768,74113
2018-12-06 22:00:00,1.13739,1.14239,1.13603,1.13795,1.13795,65511
2018-12-09 22:00:00,1.13922,1.14428,1.13506,1.13552,1.13552,68420
2018-12-10 22:00:00,1.13544,1.14007,1.13062,1.1318,1.1318,56356
2018-12-11 22:00:00,1.13164,1.13876,1.13148,1.13687,1.13687,62390
2018-12-12 22:00:00,1.13695,1.13935,1.13312,1.13576,1.13576,58567
2018-12-13 22:00:00,1.13612,1.1367,1.12701,1.13052,1.13052,52626
2018-12-16 22:00:00,1.13028,1.13579,1.12998,1.13476,1.13476,23879
2018-12-17 22:00:00,1.13476,1.14024,1.1337,1.1363,1.1363,26001
2018-12-18 22:00:00,1.13652,1.14392,1.13618,1.13772,1.13772,41716
2018-12-19 22:00:00,1.13758,1.14856,1.13696,1.14456,1.14456,41035
2018-12-20 22:00:00,1.14475,1.14742,1.13561,1.13718,1.13718,35475
2018-12-23 22:00:00,1.13728,1.14386,1.13614,1.14067,1.14067,37197
2018-12-25 22:00:00,1.14067,1.14202,1.13432,1.13522,1.13522,27378
2018-12-26 22:00:00,1.13536,1.14542,1.13524,1.14306,1.14306,40601
2018-12-27 22:00:00,1.14296,1.14728,1.14274,1.14448,1.14448,32071
2018-12-30 22:00:00,1.14372,1.14682,1.14216,1.14649,1.14649,25151
2019-01-01 22:00:00,1.14649,1.1497,1.1325,1.13447,1.13447,35508
2019-01-02 22:00:00,1.13431,1.14112,1.13091,1.13942,1.13942,54135
2019-01-03 22:00:00,1.1393,1.1419,1.13458,1.13951,1.13951,41022
2019-01-06 22:00:00,1.13974,1.14827,1.13972,1.14748,1.14748,25648
2019-01-07 22:00:00,1.14773,1.14848,1.14219,1.14417,1.14417,25474
2019-01-08 22:00:00,1.14417,1.15584,1.14364,1.15426,1.15426,39158
2019-01-09 22:00:00,1.1542,1.15702,1.14846,1.15002,1.15002,32717
2019-01-10 22:00:00,1.14996,1.15406,1.14582,1.14687,1.14687,31499
2019-01-13 22:00:00,1.14609,1.1482,1.14508,1.14684,1.14684,25568
2019-01-14 22:00:00,1.14684,1.14898,1.13822,1.1413,1.1413,37543
2019-01-15 22:00:00,1.14114,1.14248,1.13779,1.13914,1.13914,25310
2019-01-16 22:00:00,1.1394,1.1406,1.13702,1.13892,1.13892,25488
2019-01-17 22:00:00,1.13884,1.14104,1.13532,1.1362,1.1362,22898
2019-01-20 22:00:00,1.13616,1.13914,1.13569,1.13658,1.13658,17356
2019-01-21 22:00:00,1.13672,1.13738,1.1336,1.13596,1.13596,20469
2019-01-22 22:00:00,1.13606,1.13946,1.13508,1.13807,1.13807,20044
2019-01-23 22:00:00,1.13811,1.13915,1.12894,1.1305,1.1305,39217
2019-01-24 22:00:00,1.13034,1.14176,1.13004,1.14057,1.14057,31133
2019-01-27 22:00:00,1.14016,1.14439,1.13904,1.14262,1.14262,20895
2019-01-28 22:00:00,1.14292,1.14502,1.14113,1.14328,1.14328,26093
2019-01-29 22:00:00,1.14318,1.15018,1.14063,1.148,1.148,29910
2019-01-30 22:00:00,1.148,1.15144,1.1436,1.14474,1.14474,23932
2019-01-31 22:00:00,1.14478,1.14884,1.14345,1.14562,1.14562,20845
2019-02-03 22:00:00,1.14521,1.14603,1.14244,1.14376,1.14376,14438
2019-02-04 22:00:00,1.14376,1.14404,1.14011,1.14042,1.14042,14734
2019-02-05 22:00:00,1.1405,1.14096,1.13608,1.13618,1.13618,14020
2019-02-06 22:00:00,1.13638,1.13689,1.13247,1.13394,1.13394,14822
2019-02-07 22:00:00,1.13402,1.13509,1.13212,1.13224,1.13224,12190
2019-02-10 22:00:00,1.13202,1.133,1.12674,1.12756,1.12756,13044
2019-02-11 22:00:00,1.12767,1.13397,1.12578,1.1326,1.1326,12874
2019-02-12 22:00:00,1.13264,1.13415,1.12602,1.12607,1.12607,15439
2019-02-13 22:00:00,1.12602,1.13097,1.12493,1.12954,1.12954,21092
2019-02-14 22:00:00,1.12948,1.13061,1.12343,1.12946,1.12946,17353
2019-02-17 22:00:00,1.12926,1.13338,1.12896,1.13106,1.13106,9514
2019-02-18 22:00:00,1.13118,1.13576,1.12756,1.13406,1.13406,17461
2019-02-19 22:00:00,1.13419,1.13712,1.1325,1.1337,1.1337,18772
2019-02-20 22:00:00,1.13378,1.13664,1.13204,1.13343,1.13343,21729
2019-02-21 22:00:00,1.13385,1.13556,1.13162,1.13342,1.13342,14898
2019-02-24 22:00:00,1.13359,1.13675,1.13286,1.13574,1.13574,13830
2019-02-25 22:00:00,1.13616,1.14028,1.13453,1.13892,1.13892,17286
2019-02-26 22:00:00,1.13894,1.14036,1.13624,1.13695,1.13695,16900
2019-02-27 22:00:00,1.13673,1.14197,1.13596,1.13706,1.13706,20344
2019-02-28 22:00:00,1.13706,1.14086,1.13532,1.13648,1.13648,17278
2019-03-03 22:00:00,1.13828,1.13831,1.13092,1.13398,1.13398,13541
2019-03-04 22:00:00,1.13396,1.13412,1.12896,1.13078,1.13078,15716
2019-03-05 22:00:00,1.13078,1.13246,1.12854,1.13066,1.13066,14393
2019-03-06 22:00:00,1.13072,1.13202,1.11764,1.1194,1.1194,25478
2019-03-07 22:00:00,1.11937,1.12461,1.11854,1.12347,1.12347,19054
2019-03-10 21:00:00,1.12336,1.12586,1.12218,1.1245,1.1245,13375
2019-03-11 21:00:00,1.12452,1.1305,1.12452,1.12874,1.12874,20105
2019-03-12 21:00:00,1.12864,1.13387,1.12776,1.13278,1.13278,14718
2019-03-13 21:00:00,1.13296,1.13376,1.12942,1.13044,1.13044,16036
2019-03-14 21:00:00,1.13032,1.13444,1.12998,1.1325,1.1325,12998
2019-03-17 21:00:00,1.13226,1.13588,1.13194,1.13394,1.13394,10656
2019-03-18 21:00:00,1.13354,1.13616,1.13338,1.13507,1.13507,10636
2019-03-19 21:00:00,1.13521,1.14482,1.13358,1.14128,1.14128,19452
2019-03-20 21:00:00,1.14128,1.14376,1.13428,1.13754,1.13754,19644
2019-03-21 21:00:00,1.13749,1.13906,1.12736,1.13014,1.13014,25251
2019-03-24 21:00:00,1.1293,1.13314,1.12892,1.13128,1.13128,15789
2019-03-25 21:00:00,1.13108,1.13259,1.12634,1.12656,1.12656,16060
2019-03-26 21:00:00,1.1265,1.12856,1.12423,1.1244,1.1244,21214
2019-03-27 21:00:00,1.12452,1.12612,1.12137,1.1224,1.1224,20207
2019-03-28 21:00:00,1.12217,1.12466,1.121,1.12178,1.12178,19942
2019-03-31 21:00:00,1.12296,1.12498,1.12041,1.12128,1.12128,16328
2019-04-01 21:00:00,1.12125,1.12161,1.11839,1.12044,1.12044,13928
2019-04-02 21:00:00,1.12042,1.12546,1.1201,1.1233,1.1233,13767
2019-04-03 21:00:00,1.1233,1.12478,1.12061,1.12206,1.12206,11388
2019-04-04 21:00:00,1.12197,1.12464,1.12103,1.12162,1.12162,11740
2019-04-07 21:00:00,1.12176,1.12746,1.12144,1.12611,1.12611,9177
2019-04-08 21:00:00,1.12629,1.12842,1.12553,1.12627,1.12627,11146
2019-04-09 21:00:00,1.12627,1.12876,1.12298,1.12737,1.12737,15079
2019-04-10 21:00:00,1.12734,1.12874,1.125,1.12541,1.12541,10608
2019-04-11 21:00:00,1.12536,1.13239,1.12536,1.12988,1.12988,12464
2019-04-14 21:00:00,1.13046,1.1321,1.12976,1.13044,1.13044,9631
2019-04-15 21:00:00,1.13042,1.1314,1.12796,1.12808,1.12808,14524
2019-04-16 21:00:00,1.12828,1.13237,1.12788,1.1298,1.1298,12141
2019-04-17 21:00:00,1.12962,1.13042,1.12263,1.12306,1.12306,16438
2019-04-18 21:00:00,1.1231,1.12477,1.1229,1.12452,1.12452,3379
2019-04-21 21:00:00,1.12447,1.1262,1.1236,1.12572,1.12572,4239
2019-04-22 21:00:00,1.12572,1.12612,1.11924,1.12272,1.12272,11482
2019-04-23 21:00:00,1.12268,1.12268,1.11406,1.11538,1.11538,18309
2019-04-24 21:00:00,1.11538,1.11625,1.11184,1.1132,1.1132,15505
2019-04-25 21:00:00,1.1132,1.11739,1.11115,1.11472,1.11472,17895
2019-04-28 21:00:00,1.11465,1.11868,1.11452,1.11852,1.11852,9923
2019-04-29 21:00:00,1.11854,1.12292,1.1176,1.12151,1.12151,15722
2019-04-30 21:00:00,1.12151,1.12649,1.11873,1.11949,1.11949,19826
2019-05-01 21:00:00,1.11962,1.12191,1.1171,1.11726,1.11726,14734
2019-05-02 21:00:00,1.11722,1.12048,1.11354,1.12013,1.12013,18001
2019-05-05 21:00:00,1.11738,1.12093,1.11708,1.11994,1.11994,14192
2019-05-06 21:00:00,1.12004,1.1218,1.11666,1.11917,1.11917,16102
2019-05-07 21:00:00,1.11912,1.12136,1.11829,1.11921,1.11921,18556
2019-05-08 21:00:00,1.11914,1.1251,1.11736,1.12132,1.12132,21220
2019-05-09 21:00:00,1.12168,1.12536,1.12142,1.12336,1.12336,17069
2019-05-12 21:00:00,1.12348,1.12636,1.12222,1.12231,1.12231,14941
2019-05-13 21:00:00,1.12227,1.12438,1.12012,1.1204,1.1204,12471
2019-05-14 21:00:00,1.1204,1.12246,1.1178,1.12017,1.12017,15907
2019-05-15 21:00:00,1.12017,1.1224,1.11664,1.11736,1.11736,12018
2019-05-16 21:00:00,1.11747,1.11843,1.11553,1.11574,1.11574,13348
2019-05-19 21:00:00,1.1161,1.11748,1.11508,1.11659,1.11659,9247
2019-05-20 21:00:00,1.11664,1.1188,1.1142,1.11613,1.11613,12979
2019-05-21 21:00:00,1.11606,1.11802,1.11488,1.11507,1.11507,9933
2019-05-22 21:00:00,1.11507,1.11876,1.11072,1.11818,1.11818,16500
2019-05-23 21:00:00,1.11812,1.12121,1.11737,1.12038,1.12038,11407
2019-05-26 21:00:00,1.12099,1.12152,1.11872,1.11932,1.11932,4665
2019-05-27 21:00:00,1.11932,1.11984,1.11594,1.11602,1.11602,11949
2019-05-28 21:00:00,1.11608,1.11724,1.11244,1.1131,1.1131,13410
2019-05-29 21:00:00,1.11322,1.11433,1.11162,1.11292,1.11292,10043
2019-05-30 21:00:00,1.11292,1.11797,1.11252,1.11688,1.11688,17523
2019-06-02 21:00:00,1.11664,1.1262,1.11603,1.12416,1.12416,17768
2019-06-03 21:00:00,1.12416,1.12774,1.12265,1.1252,1.1252,21230
2019-06-04 21:00:00,1.12514,1.13068,1.12198,1.1221,1.1221,24598
2019-06-05 21:00:00,1.1222,1.1309,1.12018,1.12754,1.12754,27366
2019-06-06 21:00:00,1.1278,1.13478,1.12514,1.13333,1.13333,21464
2019-06-09 21:00:00,1.13213,1.13311,1.12901,1.13116,1.13116,12089
2019-06-10 21:00:00,1.13119,1.13376,1.13013,1.1326,1.1326,15691
2019-06-11 21:00:00,1.1327,1.13434,1.12825,1.12874,1.12874,16707
2019-06-12 21:00:00,1.12878,1.13036,1.12686,1.12764,1.12764,12847
2019-06-13 21:00:00,1.12772,1.12892,1.12025,1.12096,1.12096,17189
2019-06-16 21:00:00,1.12108,1.1247,1.12039,1.1218,1.1218,10145
2019-06-17 21:00:00,1.12186,1.12428,1.11816,1.11942,1.11942,24577
2019-06-18 21:00:00,1.11936,1.1254,1.11873,1.12262,1.12262,23981
2019-06-19 21:00:00,1.12264,1.13174,1.12264,1.12916,1.12916,23056
2019-06-20 21:00:00,1.12931,1.13778,1.12831,1.13688,1.13688,22908
2019-06-23 21:00:00,1.13719,1.14041,1.13672,1.13988,1.13988,14734
2019-06-24 21:00:00,1.13984,1.14122,1.13442,1.13672,1.13672,24429
2019-06-25 21:00:00,1.13672,1.13914,1.13476,1.13686,1.13686,18436
2019-06-26 21:00:00,1.1369,1.13815,1.13479,1.13694,1.13694,16530
2019-06-27 21:00:00,1.13688,1.13935,1.13508,1.13721,1.13721,15968
2019-06-30 21:00:00,1.13614,1.13711,1.12812,1.12856,1.12856,18780
2019-07-01 21:00:00,1.12856,1.13214,1.12752,1.1286,1.1286,15567
2019-07-02 21:00:00,1.1286,1.13123,1.12689,1.1277,1.1277,14593
2019-07-03 21:00:00,1.1278,1.12952,1.12733,1.12847,1.12847,5731
2019-07-04 21:00:00,1.12841,1.12878,1.12076,1.12255,1.12255,15161
2019-07-07 21:00:00,1.12248,1.12344,1.12071,1.12144,1.12144,9091
2019-07-08 21:00:00,1.12144,1.12188,1.11935,1.12078,1.12078,9269
2019-07-09 21:00:00,1.12075,1.12643,1.1202,1.12505,1.12505,16374
2019-07-10 21:00:00,1.12516,1.12858,1.12454,1.12537,1.12537,16576
2019-07-11 21:00:00,1.12542,1.1275,1.12382,1.12706,1.12706,12671
2019-07-14 21:00:00,1.12705,1.12839,1.12532,1.12578,1.12578,9183
2019-07-15 21:00:00,1.12578,1.12635,1.1202,1.12102,1.12102,12021
2019-07-16 21:00:00,1.12105,1.12336,1.11998,1.12242,1.12242,9253
2019-07-17 21:00:00,1.12246,1.12804,1.12052,1.1277,1.1277,17359
2019-07-18 21:00:00,1.1277,1.12821,1.12036,1.12206,1.12206,16321
2019-07-21 21:00:00,1.12175,1.12254,1.12063,1.12089,1.12089,9204
2019-07-22 21:00:00,1.12094,1.12096,1.1146,1.11515,1.11515,10182
2019-07-23 21:00:00,1.11518,1.11558,1.1127,1.11394,1.11394,12158
2019-07-24 21:00:00,1.11409,1.11877,1.11014,1.11474,1.11474,25335
2019-07-25 21:00:00,1.11463,1.11512,1.1112,1.1128,1.1128,12091
2019-07-28 21:00:00,1.11252,1.11508,1.1113,1.11452,1.11452,8828
2019-07-29 21:00:00,1.1145,1.11612,1.11321,1.11557,1.11557,11922
2019-07-30 21:00:00,1.11552,1.1162,1.10604,1.10766,1.10766,29431
2019-07-31 21:00:00,1.10766,1.10958,1.1027,1.1085,1.1085,29981
2019-08-01 21:00:00,1.10831,1.11164,1.10698,1.11084,1.11084,29253
2019-08-04 21:00:00,1.11045,1.12132,1.11045,1.1203,1.1203,24695
2019-08-05 21:00:00,1.12048,1.12496,1.11676,1.12018,1.12018,23369
2019-08-06 21:00:00,1.12004,1.12418,1.11795,1.1199,1.1199,28877
2019-08-07 21:00:00,1.11985,1.12313,1.11773,1.11796,1.11796,23272
2019-08-08 21:00:00,1.11837,1.12231,1.11803,1.12001,1.12001,16422
2019-08-11 21:00:00,1.1198,1.12308,1.1162,1.12138,1.12138,15039
2019-08-12 21:00:00,1.1213,1.12285,1.117,1.11716,1.11716,24507
2019-08-13 21:00:00,1.11712,1.11908,1.11307,1.11392,1.11392,18516
2019-08-14 21:00:00,1.11392,1.11584,1.10914,1.11099,1.11099,24309
2019-08-15 21:00:00,1.11055,1.11123,1.10665,1.10904,1.10904,15586
2019-08-18 21:00:00,1.10942,1.11139,1.10764,1.10782,1.10782,10531
2019-08-18 21:00:00,1.10942,1.11139,1.10764,1.10782,1.10782,10531
2019-08-19 21:00:00,1.10784,1.11068,1.10657,1.11008,1.11008,11445
2019-08-20 21:00:00,1.10998,1.11072,1.10809,1.10845,1.10845,9898
2019-08-21 21:00:00,1.10858,1.11132,1.10637,1.10796,1.10796,16385
2019-08-22 21:00:00,1.10816,1.11532,1.10518,1.11434,1.11434,23247
2019-08-25 21:00:00,1.11522,1.11641,1.10944,1.11002,1.11002,25073
2019-08-26 21:00:00,1.11026,1.1116,1.10858,1.10902,1.10902,14568
2019-08-27 21:00:00,1.10909,1.10981,1.10732,1.10777,1.10777,13132
2019-08-28 21:00:00,1.10782,1.10925,1.1042,1.10568,1.10568,15819
2019-08-29 21:00:00,1.10568,1.10604,1.09632,1.09905,1.09905,17510
2019-09-01 21:00:00,1.09894,1.09968,1.0958,1.09698,1.09698,8477
2019-09-02 21:00:00,1.09698,1.09788,1.09262,1.09739,1.09739,18915
2019-09-03 21:00:00,1.09729,1.10383,1.09688,1.10348,1.10348,15373
2019-09-04 21:00:00,1.10352,1.10848,1.10167,1.10346,1.10346,16970
2019-09-05 21:00:00,1.10346,1.10574,1.10204,1.10279,1.10279,16916
2019-09-08 21:00:00,1.10256,1.1068,1.10156,1.10472,1.10472,12563
2019-09-09 21:00:00,1.10472,1.10594,1.10306,1.10431,1.10431,12412
2019-09-10 21:00:00,1.10445,1.10556,1.09854,1.10104,1.10104,12452
2019-09-11 21:00:00,1.10096,1.10873,1.09268,1.10638,1.10638,39606
2019-09-12 21:00:00,1.10663,1.11096,1.10556,1.10743,1.10743,18456
2019-09-15 21:00:00,1.10748,1.10864,1.09937,1.10033,1.10033,16309
2019-09-16 21:00:00,1.10006,1.10746,1.09903,1.10724,1.10724,18085
2019-09-17 21:00:00,1.10718,1.10756,1.10139,1.10297,1.10297,20571
2019-09-18 21:00:00,1.1029,1.10734,1.10229,1.10408,1.10408,16625
2019-09-19 21:00:00,1.10413,1.10676,1.09964,1.10182,1.10182,15976
2019-09-22 21:00:00,1.10163,1.10255,1.09662,1.09932,1.09932,16908
2019-09-23 21:00:00,1.09937,1.10242,1.09839,1.102,1.102,15810
2019-09-24 21:00:00,1.10205,1.10222,1.09376,1.09431,1.09431,15524
2019-09-25 21:00:00,1.09431,1.09675,1.09088,1.09204,1.09204,16506
2019-09-26 21:00:00,1.09194,1.09587,1.09048,1.09404,1.09404,15818
2019-09-27 21:00:00,1.0941,1.0941,1.0941,1.0941,1.0941,1
2019-09-29 21:00:00,1.0942,1.0948,1.08847,1.08986,1.08986,14130
2019-09-30 21:00:00,1.09002,1.09429,1.08792,1.09323,1.09323,25516
2019-10-01 21:00:00,1.09336,1.09638,1.09042,1.0959,1.0959,14783
2019-10-02 21:00:00,1.09602,1.09994,1.09411,1.09634,1.09634,18688
2019-10-03 21:00:00,1.0965,1.09982,1.09572,1.09782,1.09782,17610
2019-10-06 21:00:00,1.09824,1.10004,1.0962,1.09708,1.09708,12090
2019-10-07 21:00:00,1.09708,1.09962,1.0941,1.0956,1.0956,18019
2019-10-08 21:00:00,1.0956,1.09902,1.0953,1.09701,1.09701,12214
2019-10-09 21:00:00,1.09717,1.10338,1.09713,1.1005,1.1005,20404
2019-10-10 21:00:00,1.10054,1.10628,1.10008,1.10384,1.10384,24920
2019-10-13 21:00:00,1.1033,1.10428,1.10127,1.10268,1.10268,11575
2019-10-14 21:00:00,1.10278,1.10461,1.09914,1.10323,1.10323,21223
2019-10-15 21:00:00,1.10305,1.10858,1.10224,1.10716,1.10716,23068
2019-10-16 21:00:00,1.10728,1.11399,1.10651,1.11244,1.11244,21632
2019-10-17 21:00:00,1.11244,1.11724,1.11148,1.11708,1.11708,13176
2019-10-20 21:00:00,1.11708,1.11794,1.11386,1.11497,1.11497,10038
2019-10-21 21:00:00,1.11494,1.11569,1.11178,1.11252,1.11252,14160
2019-10-22 21:00:00,1.11252,1.11404,1.11061,1.11309,1.11309,9737
2019-10-23 21:00:00,1.11314,1.11628,1.10931,1.11046,1.11046,16393
2019-10-24 21:00:00,1.11052,1.1123,1.1073,1.10795,1.10795,8795
2019-10-27 21:00:00,1.10804,1.11066,1.10764,1.10997,1.10997,8160
2019-10-28 21:00:00,1.10994,1.11185,1.10737,1.11113,1.11113,10538
2019-10-29 21:00:00,1.11117,1.11516,1.10801,1.11503,1.11503,18842
2019-10-30 21:00:00,1.11499,1.11756,1.11317,1.11514,1.11514,17347
2019-10-31 21:00:00,1.11514,1.11718,1.11282,1.11654,1.11654,14603
2019-11-03 22:00:00,1.11692,1.11756,1.11248,1.11282,1.11282,10780
2019-11-04 22:00:00,1.11282,1.11403,1.10637,1.10742,1.10742,15313
2019-11-05 22:00:00,1.10744,1.10928,1.10651,1.10664,1.10664,10889
2019-11-06 22:00:00,1.1068,1.10917,1.1036,1.10498,1.10498,17423
2019-11-07 22:00:00,1.10494,1.10555,1.10168,1.10192,1.10192,11193
2019-11-10 22:00:00,1.10246,1.1043,1.10164,1.10332,1.10332,7152
2019-11-11 22:00:00,1.10332,1.10386,1.10026,1.1009,1.1009,10506
2019-11-12 22:00:00,1.10092,1.10204,1.09956,1.10068,1.10068,11458
2019-11-13 22:00:00,1.10054,1.10277,1.09891,1.1021,1.1021,10363
2019-11-14 22:00:00,1.1021,1.10569,1.10147,1.10514,1.10514,7957
2019-11-17 22:00:00,1.10517,1.109,1.10502,1.10733,1.10733,8292
2019-11-18 22:00:00,1.10718,1.1084,1.10627,1.10783,1.10783,7294
2019-11-19 22:00:00,1.10776,1.10813,1.10532,1.10724,1.10724,10412
2019-11-20 22:00:00,1.10731,1.1097,1.10522,1.10582,1.10582,9515
2019-11-21 22:00:00,1.10587,1.10876,1.10146,1.10198,1.10198,11765
2019-11-24 22:00:00,1.10176,1.10322,1.10036,1.10115,1.10115,8904
2019-11-25 22:00:00,1.10137,1.10256,1.10072,1.10216,1.10216,9061
2019-11-26 22:00:00,1.10214,1.10246,1.09924,1.09988,1.09988,9158
2019-11-27 22:00:00,1.10044,1.10178,1.10001,1.10091,1.10091,6484
2019-11-28 22:00:00,1.10101,1.10284,1.09812,1.10191,1.10191,7672
2019-12-01 22:00:00,1.10242,1.10898,1.10031,1.10792,1.10792,11033
2019-12-02 22:00:00,1.10792,1.10936,1.1066,1.10822,1.10822,10303
2019-12-03 22:00:00,1.10822,1.11163,1.10668,1.10775,1.10775,13155
2019-12-04 22:00:00,1.1078,1.1108,1.1078,1.1104,1.1104,9141
2019-12-05 22:00:00,1.1104,1.11096,1.104,1.10599,1.10599,10222
